movie_name,year,genres,rating
A Fandemic: 50 Fans Celebrate 50 Years of Cinema,2021,"Action, Comedy, Horror",3.1
Racing Luck,1948,"Comedy, Romance, Sport",
En Plein Soleil,,"Fantasy, Romance",
Phool aur Insaan,1976,Romance,
Meine 99 Bräute,1958,Romance,9.2
27m²,2011,"Comedy, Drama, Romance",
Nice People,1922,"Comedy, Drama, Romance",5.4
One Heart Beating,,"Drama, Romance",
Saint Petersburg,2013,"Drama, Romance",5.7
Bayaet el ward,1959,"Drama, Romance, Thriller",
Aqedan da shenamdis,1984,"Comedy, Romance",
Kuyiline Thedi,1983,"Drama, Romance",5.7
Roop Kumari,1956,Romance,
Not in a Million Years,,"Comedy, Romance",
Trail to Gunsight,1944,"Action, Music, Romance",5.2
3 References,2013,"Comedy, Drama, Romance",4.1
La la ya habibi,1970,"Drama, Romance",
Morning Trail,2016,"Drama, Romance",6.5
Shark Monroe,1918,"Adventure, Drama, Romance",5.7
Dancing Vienna,1927,"Fantasy, Music, Romance",
Solitær,2010,"Drama, Mystery, Romance",7.7
Paniwalaan mo,1993,"Drama, Romance",8.0
Sarah,2013,"Drama, Romance, Thriller",9.1
El Gran Azul,2022,Romance,
Damskoe tango,1983,"Drama, Romance",6.3
"Ako, ikaw ... magkaagaw!",1980,"Drama, Romance",
Kastilaloy,1958,"Comedy, Romance",
Ramayan,1922,"Adventure, Fantasy, Romance",6.9
Sunshine,IV,Romance,
Düstüm Çikmazlara,1986,"Drama, Music, Romance",
Jhumka,1996,Romance,
Spoken,2014,"Drama, Romance",
Ponmaalai Pozhudhu,2013,Romance,5.2
Jaanmoni Vol - 2,2008,"Musical, Romance",
Caught Cheating,1931,"Comedy, Crime, Music",
Stella Violanti,1931,"Drama, Romance",
Sundori,2018,Romance,
The Golden Cocoon,1925,"Drama, Romance",
Die Gattin,1943,"Comedy, Romance",7.2
El mar y tú,1952,"Drama, Romance",7.1
Armenian Affairs,,Romance,
Annoula's Dowry,1917,"Comedy, Romance",
Crash and Burn Stories,,"Comedy, Drama, Romance",
Prem Rahasya,1981,Romance,
Heart in Pieces,,Romance,
The Straight Road,1914,"Drama, Romance",
"Let's Be Out, the Sun Is Shining",2012,"Drama, Romance",
Walking Through the Angels,2014,Romance,
Jones Beach,,Romance,
Kul Feryadi,1985,"Drama, Music, Romance",
3 Can Play,2022,Romance,
La casa del peccato,1938,Romance,
Afraid to Love,,"Drama, Romance",
An American Wake,2016,"Drama, Romance",
Sanam Hum Aapke Hain...,2009,"Drama, Romance",5.9
Meet the Bride,1954,"Comedy, Romance",4.8
Ek Shola,1956,"Comedy, Drama, Romance",4.1
Co se septá,1938,"Drama, Romance",7.5
Iliogenniti,1971,"Adventure, Drama, Romance",
Mat Som,1990,"Comedy, Drama, Romance",7.2
Pieri - militsiis tanamshromeli,1965,"Comedy, Romance",6.9
Love Is Where You Find It,2009,"Comedy, Romance",
Cuando el cielo es azul,2005,"Fantasy, Romance",7.4
Arms and the Man,1932,"Comedy, Romance",7.6
Lightning Romance,1924,"Action, Drama, Romance",
Chiranjeevulu,1956,"Musical, Drama, Romance",7.3
Fasters millioner,1934,"Comedy, Romance",5.6
Cinta Kolestrol,2003,"Comedy, Family, Romance",
I Am Here for You,,"Drama, Romance",
Ente Ponnu Thampuran,1992,"Comedy, Romance",3.3
Jiu qing mian mian,1962,"Drama, Musical, Romance",
History of Now,2015,"Drama, Romance",5.5
One Half Gone,2002,"Family, Comedy, Drama",5.3
Mazie,1933,"Drama, Romance",
E som somwang,2007,"Comedy, Romance",5.1
UNT. Montana Feature,,Romance,
In Da Cut the Movie,2012,"Comedy, Drama, Romance",
Army Nurse,1985,Romance,6.0
Daglar krali,1963,"Drama, Romance",5.5
Golgotha,2016,"Drama, Romance",
Rong Berong,2011,Romance,
Sasirekha Parinayam,1936,"Musical, Drama, Romance",7.6
Zoku ôsho,1963,"Drama, Romance",
Amar Kahani,1949,Romance,
Yasamini Seç,,"Comedy, Crime, Drama",
Adam Strong,,"Drama, Romance",
APO: Kingpin ng Maynila,1990,"Action, Crime, Drama",4.3
Tangled 8,2015,"Drama, Romance",6.7
Arme Violetta,1920,"Drama, Romance",6.9
Temporary Spirits,2011,"Comedy, Fantasy, Romance",5.1
Chain Lightning,1927,"Action, Adventure, Drama",4.7
Z dnia na dzien,1929,"Drama, Romance, War",
Far Rockaway,2011,"Drama, Romance",
Akdeniz Günesi,1990,"Drama, Romance",3.4
Russian Red #7,,"Drama, Romance",
Srimathi Vellosta,1998,"Drama, Romance",4.4
Kamel el-Awsaf,2006,Romance,5.7
Sastha Ru Nasta,,Romance,
Prema Pichollu,1983,"Drama, Family, Romance",6.2
Sevdigimi Biliyorsun,1988,Romance,
Doe,1962,"Adventure, Drama, Romance",4.3
Languidi baci... perfide carezze,1976,"Comedy, Romance",6.8
Enrédate y verás,1948,"Comedy, Romance",
Writing Fren-Zee,2009,"Comedy, Romance",
Etho Seithai Ennai,2012,"Comedy, Family, Romance",3.0
The Rendezvous,1923,"Drama, Romance",
The Silent Lover,1926,"Adventure, Romance",5.2
Milczenie jest zlotem,2010,Romance,4.2
La maison de Jeanne,1988,"Drama, Romance, Comedy",6.3
Yeryüzünde Bir Melek,1974,"Drama, Romance",5.2
"Kat, Shaun, & Oz",2002,"Comedy, Drama, Romance",
These Lovers,2014,"Drama, Romance",7.4
Whatever Makes You Happy,2010,"Drama, Romance",6.9
Crime of Love,1955,"Crime, Drama, Romance",7.4
Collegiate,1936,"Comedy, Musical, Romance",7.4
Jadosnuri game,1983,"Fantasy, Mystery, Romance",7.4
A Woman's Way,1928,"Romance, Drama",
Love in the Bahamas,2019,Romance,
Wir wollen niemals auseinandergehen,1960,"Comedy, Musical, Romance",4.4
I gynaika pou epistrefei,1994,"Drama, Mystery, Romance",
Alle Alle,2007,"Comedy, Drama, Romance",6.9
Die Liebe und der Co-Pilot,1961,"Comedy, Romance",4.0
"Che meraviglia, amici!",1992,"Comedy, Romance",
Recompense,1925,"Drama, Romance, War",
Temptasyon,2004,"Drama, Romance",
The Newspaper,2015,"Action, Comedy, Drama",8.1
Aci türkü,1967,"Drama, Romance",3.2
Prince de minuit,1934,"Comedy, Romance",
Beinahe negativ,2013,"Comedy, Drama, Romance",7.8
Até ao Tecto do Mundo,2006,"Animation, Action, Comedy",7.9
Gretchen Wendland,1914,"Drama, Romance",
Nakhro,1977,Romance,
Betrayal,2014,Romance,
Wiano,1964,"Drama, Romance",6.4
The Brutes,,"Action, Comedy, Romance",
Kelly the Second,1936,"Action, Comedy, Music",5.8
Dushman,1974,"Action, Romance",
Neuro Ora,,"Drama, Fantasy, Romance",
Thundering Dawn,1923,"Drama, Romance",
French Dressing,1927,"Comedy, Romance",
3 Gante 30 Dina 30 Second,2018,Romance,6.0
After Sophia,,Romance,
Reckless Living,1938,"Comedy, Drama, Music",6.8
Love at Christmas,,Romance,
Embarrassing Moments,1930,"Comedy, Music, Romance",
Mayabini,1992,"Drama, Romance",
Kaze no shisen,1963,"Drama, Romance",6.9
Dertli pinar,1943,"Drama, Romance",5.9
Pict's Sword,,"Action, Adventure, History",
Ireon yeoja eobtnayo,1981,"Comedy, Romance",
Anaganaga O Kurraadu,2003,Romance,
Still Living in God's Universe,2013,"Animation, Action, Drama",8.2
I Need A Man,2016,Romance,
Ana Mesh Maahom,2007,"Comedy, Drama, Romance",5.5
Wang Bao Chuan Shang ji,1967,"Musical, Romance",
Stronger Than Love,1938,"Drama, Romance",
The Lucky Number,1932,"Comedy, Musical, Romance",5.4
I Loved a Bum,1971,"Drama, Romance",3.7
Pals in Paradise,1926,"Action, Adventure, Crime",6.5
Table Top Ranch,1922,"Action, Romance, Western",
Product of My Environment,,"Crime, Drama, Romance",
The Path Not Taken,,"Drama, Fantasy, Romance",
Xin yun cao,1970,Romance,
La tragedia del silencio,1924,"Drama, Romance",6.2
SK8 Magic,2009,"Comedy, Family, Romance",8.2
Rattle Basket,2007,"Comedy, Drama, Romance",8.7
I Do,2015,"Drama, Romance",
Truly,1998,"Comedy, Romance",
Miss George Washington,1916,"Comedy, Romance",
Kimse Fatma gibi öpemez,1964,"Comedy, Romance",5.6
Love Above All Things,2016,"Drama, Romance",5.4
Khota Sikka Jaat Ke Thaat,2014,"Comedy, Romance",
Unknown Heroes,1932,"Crime, Romance",
Free to Be Us,,"Drama, Romance",
Meng xing bu liao qing,1972,"Drama, Romance",
Left Unfolded,,"Drama, Fantasy, Romance",
Oro nero,1942,"Drama, Romance",
"Lenio, i voskopoula",1963,"Drama, Romance",3.2
Flight with Firebird,,"Drama, Romance, War",
Nazma,1983,"Drama, Romance",4.7
Franziska,1957,"Drama, Romance",6.2
Filinta Kadri,1964,"Drama, Romance",6.8
Divana-e-Ishq,2013,Romance,8.1
Shoti,2011,"Drama, Romance",
Nesrochnaya vesna,1989,"Drama, Romance",7.3
Blackfunk,2017,"Drama, Romance",
Za chuzhie grekhi,2015,"Drama, Romance",
Sound of Obsession,,Romance,
Linni søker drømmeprinsen,2021,"Reality-TV, Romance",
Nothing But Women,1951,"Musical, Romance",
Delilah,III,"Drama, Fantasy, Romance",
The Great Defender,1934,"Mystery, Romance",6.5
The Wedding,1953,"Drama, Romance",
Aus unserer Zeit,1970,"Drama, Romance, War",8.0
La Villa,,Romance,
Das schöne Abenteuer,1932,"Comedy, Romance",5.5
Classmates,2008,"Drama, Romance",
Winter Ball,II,"Romance, Sport",
La sposa di San Paolo,1990,"Drama, Mystery, Romance",6.4
What Everyone Says About High School,,"Comedy, Drama, Romance",
Another Date,,"Romance, Comedy",
Cross My Heart,2003,"Comedy, Romance",6.1
Feng wu jiu tian,1996,"Adventure, Romance",
5Ws,2020,Romance,
Marmerpoel,1972,"Drama, Romance",
University,2002,Romance,
30 Days,2021,Romance,
Giuli,1927,"Drama, Romance",5.6
Ruoma de shi qi sui,2002,"Drama, Romance",7.0
Beggar of Love,1964,"Drama, Romance",4.4
Sisters! Share everything,2017,"Comedy, Crime, Drama",
Kvavili tovlze,1959,"Comedy, Musical, Romance",6.4
How the World Works,,"Drama, Romance, Thriller",
Soulflames,2021,"Fantasy, Romance, Sci-Fi",
Yuvasiz Kuslar,1979,"Drama, Romance",5.7
Sahaero khidi,1974,Romance,8.4
Suraj Bhi Tamashai,1980,Romance,
Sessions,2011,"Adventure, Comedy, Romance",
River's Crossing,2008,Romance,
Bachelors,2014,"Comedy, Romance",
City of Romance,2019,"Drama, Romance",
Jia hua zong bi ye hua xiang,1971,Romance,
Pahari Phul,1981,Romance,5.2
Dvoe na ostrove slyoz,1987,"Drama, Romance",6.7
Yesil kurbagalar,1970,Romance,
Traffic Hotel,,"Drama, Music, Romance",
Scotty of the Scouts,1926,"Action, Adventure, Mystery",5.6
Dirt on Leaves,2003,Romance,
Art House,2018,"Comedy, Drama, Romance",
Dzikuska,1928,Romance,
Ma Hobi W Ashwaqi,1977,"Comedy, Drama, Romance",6.3
Mortal Sin,1983,"Drama, Romance",
Taro Maro Sang Nahi Chute,2019,Romance,
Litterbug,2009,"Comedy, Music, Romance",
Çingene,1989,"Adventure, Drama, Music",
Leili i Medzhnun,1959,"Music, Musical, Romance",
Gypsy,1937,"Drama, Romance",
Dzikie pola,1932,"Romance, War",
My Heart Dies with You: Hearts Through the Fire,,"Action, Romance, Thriller",
67 Takes,,Romance,
Changing Tides,2015,"Drama, Romance",
Discoveries,1939,"Musical, Romance",6.8
Saajna,,"Musical, Romance",
The Declassified,2014,"Action, Comedy, Fantasy",6.2
Cappy Ricks Returns,1935,"Comedy, Drama, Music",4.8
Night on Mont-Blanc,1951,"Adventure, Crime, Romance",4.8
Señoritas a disgusto,1989,"Drama, Romance",6.7
Poyedinok,1957,"Drama, Romance",6.6
Export in Blond,1950,"Crime, Drama, Romance",5.7
Venus and Adonis: The Curse of Love,2012,"Comedy, Drama, Romance",
Vessennaya putyovka,1979,Romance,
Aei Morom Tumar Babe,2001,Romance,
Scotch Tension,2020,"Drama, Romance",
Love Divided by Four,,"Comedy, Fantasy, Romance",
Una estrella y dos cafés,2006,"Drama, Romance",6.7
Se Aamar Prem,2002,"Drama, Romance",
Domik v serdtse,2014,"Comedy, Family, Romance",6.1
This Is Everything,2011,Romance,
"Köszönöm, hogy elgázolt",1935,"Comedy, Drama, Romance",7.2
Chemistry,2013,Romance,5.4
V Rossii idet sneg,2010,"Comedy, Drama, Romance",
Smoke,1967,"Drama, Romance, War",
Brinda Prayanaam,,"Drama, Romance",
Babae... Ikaw ang dahilan!,1972,"Drama, Romance",
Give Me Your Heart,1973,Romance,
Before Valentine,2009,Romance,6.1
Return from Tomorrow,II,Romance,
The Man in the Wheelchair,,"Crime, Romance",
The Little Damozel,1933,"Comedy, Musical, Romance",
Husband Shopping,2014,"Comedy, Romance",
Recuerdos de Nuestro Infierno,,"Drama, Romance",
Golden Sunset,2009,"Comedy, Drama, Romance",8.3
Ikibin yilin sevgilisi,1973,"Drama, Fantasy, Romance",6.5
In the End,I,Romance,
Alaala kita,1961,"Drama, Musical, Romance",
Beste Gegend,2008,"Drama, Romance",6.5
Quirida Mia,,Romance,
Kadapa Simham,,Romance,
Patio,2018,"Drama, Romance",4.3
Anutopto,1993,Romance,8.8
Tow,2010,"Crime, Drama, Romance",7.9
Salak Jitr,1979,Romance,
Rasik Balma,2007,Romance,
Vom Schicksal verweht,1942,"Adventure, Drama, Romance",5.8
Tiger Love,1924,"Drama, Romance",
Idiot: I Do Ishq Only Tumse,2012,Romance,7.1
En ole kreivitär,1945,"Comedy, Romance",5.2
Loosen the Knot,,"Comedy, Romance",
Jonathan's Carousels,,"Comedy, Drama, Romance",
Intikam ugruna,1966,"Drama, Romance",5.1
The Suitor,1972,"Comedy, Drama, Romance",5.8
Buck Wild,2009,"Comedy, Crime, Romance",5.9
Erotika Paihnidia,1960,"Comedy, Romance",5.7
O günden sonra,1958,"Drama, Romance",
Tearing us Together,,"Comedy, Romance",
Born to Fight,1932,"Drama, Romance, Western",
Tao se xiang wei she,1992,"Drama, Romance",
Ghashphul: The Flower of Grass,2015,"Drama, Romance",7.2
The Psycho: Reloaded,,"Crime, Drama, Horror",
Ates bacayi sardi,1961,Romance,8.0
School Spirit,,Romance,
Mechty sbyvayutsya,1959,Romance,5.1
Kadin satilmaz,1970,"Drama, Romance",6.4
Out of the Friendzone,,"Comedy, Drama, Romance",
Conversations in Transit,,"Romance, Drama",
Romeo and Juliet,1981,Romance,
O Guarani,1996,"Drama, Romance",4.5
The Last Tape,2013,"Drama, Horror, Romance",
Der Schäfer vom Trutzberg,1959,Romance,4.1
Stratiotes dihos stoli,1960,"Adventure, Drama, Romance",6.4
The Fairy Cries - Director's Cut,2018,Romance,
"Hangmen, Women and Soldiers",1935,"Drama, Romance, War",7.5
Chandini I Miss You,2011,"Comedy, Drama, Romance",6.6
Wanderers,2013,"Comedy, Drama, Romance",
Kdyz v ráji prselo,1988,"Comedy, Romance",4.4
Albert and Alice,2010,"Comedy, Musical, Romance",
American TopGuy,,"Biography, Drama, Romance",
Summerland,III,"Comedy, Fantasy, Mystery",
Lyubov Yarovaya,1970,"Drama, History, Romance",5.8
"Remember me, remember love",2022,"Comedy, Drama, Family",
Snowdrift,1923,"Action, Drama, Romance",
Break Point,2004,"Drama, Romance",7.6
Kahit hindi turuan ang puso,1997,"Romance, Drama",
The Assassin: Erica,,Romance,
Inleyen nagmeler,1969,"Drama, Romance",5.6
Hanggang sa kabila ng daigdig: The Tony Maiquez story,1973,"Music, Romance",
Jai Maharashtra Dhaba Bhatinda,2013,Romance,
Trillion,,"Comedy, Romance",
May,2022,"Comedy, Drama, Musical",
Divine Lovers,,Romance,
The Second Coming: Brought to You in Low Definition,2014,"Comedy, Romance",
Mack Hanglider,2009,"Comedy, Drama, Romance",
Mooga Prema,1971,"Drama, Romance",
Bul Beni,2011,"Drama, Romance",
Azhagu Magan,2018,Romance,
Seidon,1933,Romance,
Burning Gold,1936,"Crime, Drama, Romance",6.2
Nice Guys,2010,"Comedy, Drama, Romance",7.2
Valcík pro milión,1961,Romance,4.2
Yeopjibnuna,2016,Romance,
The Shingle Life,2018,"Comedy, Drama, Romance",
Arifmetika lyubvi,1987,"Drama, Romance",4.4
Sonezaki jôshikô: Akai shitatari,1987,Romance,
Zai na yao yuan de di fang,1993,"Biography, Drama, Romance",7.1
Suilgwa sunae,1931,Romance,
Bolshoi Ballet: Swan Lake,2015,"Fantasy, Music, Musical",8.5
Eine Berliner Romanze,1956,"Drama, Romance",6.8
Duniya Hai Tumhari,2004,"Comedy, Drama, Romance",7.2
All You Need ... Love,2011,Romance,
7 gabi sa Hong Kong,1966,"Comedy, Drama, Musical",
Coventry,1998,Romance,
Divorciadas,1943,"Drama, Romance",
When the Bell Rings,,"Drama, Family, Romance",
The Frogs' Puddle,,"Romance, Sci-Fi, Thriller",
La noche y tú,1946,"Drama, Musical, Romance",
Mawed fe Elborg,1962,"Comedy, Romance, Thriller",5.3
God's Country and the Woman,1916,"Drama, Romance",
Lion Suit Dreamscape,2016,"Drama, Mystery, Romance",
Love Is Love,,Romance,
The Boathouse,1961,"Action, Adventure, Crime",
Everywhere with You,,"Comedy, Romance",
Double Trouble,1915,"Comedy, Romance",5.3
Bahaar,1988,Romance,
Violet River,,"Horror, Romance",
Snehitha,2021,Romance,
Jenny,1996,Romance,5.3
Awesome Mausam,2016,Romance,3.6
Fei seung ching chun kei,2005,Romance,5.4
Omatsuri yarô: uogashi no kyôdai-bun,1976,"Comedy, Crime, Romance",5.4
Kara duvakli gelin,1967,"Crime, Drama, Romance",5.9
North South West East,1984,"Comedy, Romance",
Sophie & the Mad,2017,"Drama, Romance",5.4
Strannye muzhchiny Semyonovoy Ekateriny,1993,"Crime, Romance",5.8
Redemption of a broken mind,2015,"Drama, Romance",
Rihlah Gharamiyyah,1957,"Drama, Romance",7.8
Outono em Porto Alegre,2011,Romance,
Waiting for the Moment,,Romance,
The Knave of Diamonds,1921,Romance,
The List,XI,Romance,
Naseman,2014,"Drama, Romance",
The Quest for Perpetual Bliss,,"Adventure, Comedy, Romance",
The Sister Swap,,Romance,
La bisbetica domata,1913,"Comedy, Romance",
Esperanza at Caridad,1963,"Drama, Romance",
Serr el hareba,1963,"Romance, Mystery",5.5
My First Love,2014,Romance,
Pacar,1974,Romance,
Now That We've Met,,"Drama, Romance",
The Lives of Angels,2007,"Comedy, Fantasy, Mystery",6.5
Prodigal Daughters,2005,Romance,
Janmoni,2013,Romance,
Kadin Dul Kalinca,1988,"Drama, Romance",
Nashilee Jawani,1986,Romance,4.6
Wife's Club,2019,"Comedy, Romance",3.2
Love vai Friendship,2018,Romance,
Pintando o Sete,1960,"Comedy, Romance",7.3
The Good Girl,2020,Romance,
Min Gheir Me'ad,1962,"Drama, Musical, Romance",5.6
Sevgili hocam,1973,"Comedy, Romance",4.7
Invitation to Lust,1968,"Drama, Romance",
Satmisim Anasini,1985,"Comedy, Drama, Romance",
Englen i sort,1957,"Drama, Family, Romance",5.9
The Barefoot Boy,1923,"Drama, Romance",
The Sap,1929,"Comedy, Romance",
Julien & Claire,2011,"Drama, Music, Romance",7.5
Cuando se quiere se quiere,1959,"Musical, Comedy, Romance",
Young Dreams,1973,"Drama, Romance",
To My River,2018,"Drama, Romance",
Qun xing hui,1970,"Musical, Romance",
Prem Thi Jovo,2022,Romance,
Si ge qiu bi te,2010,"Comedy, Romance",6.1
Mujh Ko Pata Hai,2022,Romance,
Töre,1986,"Drama, Music, Romance",
Baghdad,2011,"Drama, Romance",
Lamset Hanan,1971,Romance,
Cohen vs. Rosi,1998,"Comedy, Crime, Romance",5.0
Blood Song,2010,"Animation, Drama, Fantasy",7.0
Shanghai Rose,1929,"Action, Adventure, Crime",
Love Stories,2009,"Comedy, Romance",
Adi Nuvve,2010,Romance,
I'm Not Here: And She's Not There,2010,"Mystery, Romance",7.3
Onthou My,,Romance,
Sexy Yata 'Yan,1966,"Drama, Romance",
Lorela,1969,"Drama, Romance",
Swingin' on a Rainbow,1945,"Comedy, Music, Romance",5.2
Crime School,,"Adventure, Crime, Romance",
Attamara sentô,2016,"Comedy, Romance",5.9
Gawaz fi khatar,1963,Romance,4.1
Die fünf Karnickel,1953,"Comedy, Music, Romance",4.3
Aishwarya,2017,"Drama, Romance",7.1
Getting Over Him,2018,"Comedy, Romance",
La revolución de las flores,1968,"Drama, Romance",7.0
The Honeymoon,1917,"Comedy, Romance",
Zhenshchina v more,1992,"Crime, Drama, Romance",
10 O'Clock,1942,"Drama, Romance",
Sukhache Sopon,1966,Romance,
Love on the Rocks: A Positano Tale,,Romance,
Le val d'enfer,1943,"Drama, Romance",6.5
El carnaval del diablo,1936,"Comedy, Music, Romance",
Target Kolkata,2013,"Action, Drama, Romance",
The Place at the Coast,1987,"Drama, Romance",5.7
Förtrollad vandring,1954,Romance,4.0
Prema,2017,"Drama, Romance",
Cristina Quer Casar,2003,"Comedy, Romance",5.9
Ms. Debbie's Son,,"Drama, Romance",
Sicak Tatli Yaz,1986,"Drama, Romance",5.1
Second Bureau,1936,"Adventure, Drama, Romance",
On the Run,II,"Drama, Romance",
One of the Bravest,1925,"Action, Crime, Drama",
Isyankar,1979,"Drama, Music, Romance",4.9
Ai de xiao wu,1974,Romance,5.8
His New York Wife,1926,"Drama, Romance",
Al hayat... al hub,1954,"Drama, Romance",6.8
Rozkosný príbeh,1937,"Comedy, Musical, Romance",6.5
Zaira,1952,"Drama, Romance",
Love Deposit,2013,"Drama, Romance",6.2
Plastic Love Story,2014,"Drama, Romance",
Rimba malam,1993,"Action, Fantasy, Romance",
Love Unbowed by Time,1966,"Drama, Romance",3.7
Love and War,1990,Romance,
Maite,1994,"Comedy, Romance",6.8
Murmur,2004,"Drama, Romance",
Technicolour Llama,2014,"Adventure, Comedy, Family",7.7
Kader Yolculari,1975,"Drama, Romance",5.2
Amor del bueno,1957,"Drama, Romance",
Zwischen Strom und Steppe,1939,"Drama, Romance",6.9
Chakorer Prem,2008,Romance,
...und das ist erst der Anfang,2000,"Comedy, Romance",5.4
Ek Armaan Mera,1959,"Adventure, Fantasy, Romance",
Ting che zan jie wen,2002,Romance,4.2
Pranayakalathu,2001,Romance,
Passagem de Nível,1965,"Drama, Musical, Romance",5.8
Mercy Plane,1939,"Action, Crime, Drama",5.1
The Lizard King,,"Comedy, Crime, Romance",
